stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
LCC,4.3,4.9,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LCW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LDW,13.0,18.2,7.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LG9,13.0,14.9,11.1,13.5,0.7,3.1,40000,14.5,12.0,12.9
LGM,9.0,10.3,7.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LIC,43.4,49.9,36.9,49.9,0.4,10.6,492390,49.9,43.4,46.5
LKW,44.3,50.9,37.7,0.0,0.0,0.0,0,0.0,0.0,0.0
LLM,15.5,17.8,13.2,16.0,0.1,1.7,27400,16.5,16.0,16.1
LM3,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
LMC,15.0,17.2,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LMH,8.7,10.0,7.4,9.0,0.1,979.1,8606430,9.0,8.5,8.8
LMI,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
LNC,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
LO5,2.8,3.2,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
LPT,11.5,13.2,9.8,11.8,0.4,71.5,832540,11.9,11.0,11.6
LQN,9.0,12.6,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
LTC,4.9,5.6,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0
LTG,32.1,36.9,27.3,32.7,0.1,64.9,2105830,32.7,32.0,32.4
LWS,17.9,25.0,10.8,0.0,0.0,0.0,0,0.0,0.0,0.0
LYF,16.8,23.5,10.1,0.0,0.0,0.0,0,0.0,0.0,0.0
M10,23.2,26.6,19.8,23.0,0.5,1.3,29330,23.0,22.2,22.6
MA1,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
MBN,8.4,11.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MC3,8.0,11.2,4.8,0.0,0.0,0.0,0,0.0,0.0,0.0
MCH,112.7,129.6,95.8,113.5,0.1,6.1,690530,113.7,112.9,113.2
MCI,9.7,11.1,8.3,0.0,0.0,0.0,0,0.0,0.0,0.0
MCM,53.1,61.0,45.2,55.0,0.5,50.8,2740480,55.0,53.1,53.9
MCT,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MDA,9.0,12.6,5.4,0.0,0.0,0.0,0,0.0,0.0,0.0
MDF,21.4,24.6,18.2,24.6,0.2,1.2,27420,24.6,22.5,22.8
MEC,5.1,5.8,4.4,0.0,0.0,0.0,0,0.0,0.0,0.0
MEF,1.6,2.2,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MEG,21.3,29.8,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
MES,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MFS,30.9,35.5,26.3,31.0,0.1,5.7,173860,31.4,30.0,30.5
MGC,9.5,10.9,8.1,10.2,0.1,0.1,1020,10.2,10.2,10.2
MGG,37.8,43.4,32.2,0.0,0.0,0.0,0,0.0,0.0,0.0
MH3,51.1,58.7,43.5,58.7,0.5,0.6,35220,58.7,58.7,58.7
MIC,10.9,12.5,9.3,11.0,0.2,17.8,194470,11.8,10.8,10.9
MIE,8.9,10.2,7.6,8.9,0.1,0.1,890,8.9,8.9,8.9
MKP,47.2,54.2,40.2,47.5,0.3,18.6,870210,47.5,46.2,46.8
MLC,5.8,8.1,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
MLS,34.5,39.6,29.4,35.4,0.5,7.8,272340,35.4,34.5,34.9
MML,75.0,86.2,63.8,77.0,0.2,11.7,894910,77.0,76.0,76.5
MNB,24.7,28.4,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MND,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MPC,40.6,46.6,34.6,40.8,0.1,29.5,1202120,41.4,40.5,40.8
MPT,2.6,2.9,2.3,0.0,0.0,0.0,0,0.0,0.0,0.0
MPY,7.4,10.3,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0
MQB,9.5,13.3,5.7,0.0,0.0,0.0,0,0.0,0.0,0.0
MQN,35.9,41.2,30.6,0.0,0.0,0.0,0,0.0,0.0,0.0
MRF,58.7,67.5,49.9,51.2,0.1,0.4,23390,62.0,51.2,58.5
MSR,23.5,27.0,20.0,24.7,2.0,264.2,6430750,25.0,23.9,24.3
MTA,13.8,15.8,11.8,13.3,0.3,24.6,323510,15.7,13.0,13.2
MTB,9.9,13.8,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MTC,8.6,9.8,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
MTG,7.0,8.0,6.0,7.0,0.1,1.9,12950,7.0,6.0,6.8
MTH,21.4,24.6,18.2,18.2,0.1,0.1,1820,18.2,18.2,18.2
MTL,7.0,8.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
MTP,13.5,15.5,11.5,0.0,0.0,0.0,0,0.0,0.0,0.0
MTS,15.4,17.7,13.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MTV,17.7,20.3,15.1,0.0,0.0,0.0,0,0.0,0.0,0.0
MVC,10.9,12.5,9.3,11.9,0.3,55.4,634230,12.0,10.9,11.4
MVN,30.3,34.8,25.8,30.1,0.3,1.6,48240,30.2,30.1,30.2
MXC,20.3,28.4,12.2,0.0,0.0,0.0,0,0.0,0.0,0.0
NAB,18.9,21.7,16.1,19.0,5.3,236.5,4460570,19.0,18.7,18.9
NAC,2.9,4.0,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0
NAS,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
NAU,11.1,12.7,9.5,11.5,0.4,1.2,13800,11.5,11.5,11.5
NAW,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
NBE,12.9,14.8,11.0,13.2,0.4,10.1,131860,13.4,12.4,13.1
NBT,15.0,17.2,12.8,15.0,0.1,0.2,3000,15.0,15.0,15.0
NCS,23.1,26.5,19.7,23.1,4.9,6.3,145520,23.1,23.0,23.1
ND2,29.0,33.3,24.7,0.0,0.0,0.0,0,0.0,0.0,0.0
NDC,90.1,103.6,76.6,0.0,0.0,0.0,0,0.0,0.0,0.0
NDF,2.5,2.8,2.2,0.0,0.0,0.0,0,0.0,0.0,0.0
NDP,23.4,26.9,19.9,0.0,0.0,0.0,0,0.0,0.0,0.0
NDT,26.0,29.9,22.1,26.1,0.1,14.8,386950,26.3,26.0,26.1
NDW,8.3,11.6,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0
NED,10.1,11.6,8.6,10.9,0.1,750.9,7903930,11.1,9.9,10.5
NGC,13.8,15.8,11.8,0.0,0.0,0.0,0,0.0,0.0,0.0
NHP,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
NHV,41.1,47.2,35.0,41.2,0.3,6.5,267310,41.2,41.1,41.1
NJC,20.9,24.0,17.8,24.0,0.1,0.1,2400,24.0,24.0,24.0
NLS,5.2,7.2,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0
NNG,22.9,26.3,19.5,21.9,0.9,6.4,137840,21.9,21.0,21.5
NNQ,7.3,10.2,4.4,0.0,0.0,0.0,0,0.0,0.0,0.0
NNT,34.0,39.1,28.9,0.0,0.0,0.0,0,0.0,0.0,0.0
NOS,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
NQB,20.1,23.1,17.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NQN,15.9,18.2,13.6,0.0,0.0,0.0,0,0.0,0.0,0.0
NQT,8.5,11.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NS2,9.3,10.6,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0
NS3,15.6,17.9,13.3,15.5,1.2,1.2,18600,15.5,15.5,15.5
NSG,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NSL,18.0,20.7,15.3,18.0,0.2,1.0,18250,18.5,18.0,18.2
NSS,4.0,5.6,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
NTB,2.1,2.4,1.8,0.0,0.0,0.0,0,0.0,0.0,0.0
NTC,209.0,240.3,177.7,216.9,0.3,16.6,3566670,217.0,210.0,214.9
NTF,18.7,21.5,15.9,0.0,0.0,0.0,0,0.0,0.0,0.0
NTT,9.5,10.9,8.1,0.0,0.0,0.0,0,0.0,0.0,0.0
NTW,18.8,21.6,16.0,18.8,0.1,0.4,7380,18.8,18.0,18.4
NUE,10.0,11.5,8.5,10.0,0.3,0.3,3000,10.0,10.0,10.0
NVP,3.8,4.3,3.3,0.0,0.0,0.0,0,0.0,0.0,0.0
NWT,2.5,3.5,1.5,0.0,0.0,0.0,0,0.0,0.0,0.0
NXT,11.7,13.4,10.0,11.6,0.1,10.5,122170,11.7,11.5,11.6
ODE,59.8,68.7,50.9,62.5,0.2,66.6,4015900,62.8,59.2,60.3
OIL,19.8,22.7,16.9,19.5,0.5,3758.8,71977930,19.8,18.9,19.1
ONW,7.3,8.3,6.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PAI,8.5,11.9,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PAP,14.8,17.0,12.6,0.0,0.0,0.0,0,0.0,0.0,0.0
PAS,17.8,20.4,15.2,18.8,0.6,3287.0,59531180,18.9,17.5,18.1
PBC,16.5,18.9,14.1,16.5,3.0,35.5,583400,16.8,16.2,16.4
PBT,9.2,10.5,7.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PCC,18.6,21.3,15.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PCF,7.4,8.5,6.3,8.3,0.1,0.2,1470,8.3,6.4,7.4
PCM,13.2,15.1,11.3,13.0,0.1,1.6,20500,13.0,12.6,12.8
PCN,4.5,5.1,3.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PDT,12.5,14.3,10.7,14.3,0.1,0.1,1430,14.3,14.3,14.3
PDV,10.1,11.6,8.6,10.1,2.0,5.7,57860,10.2,10.1,10.2
PEC,6.6,7.5,5.7,6.2,0.1,0.2,1290,6.7,6.2,6.4
PEG,9.9,11.3,8.5,9.9,0.1,0.2,1980,9.9,9.9,9.9
PEQ,50.0,57.5,42.5,0.0,0.0,0.0,0,0.0,0.0,0.0
PFL,11.6,13.3,9.9,12.4,0.3,589.5,6970540,12.8,10.5,11.8
PGB,28.0,32.2,23.8,28.5,0.1,29.4,828080,29.0,28.0,28.2
PGV,39.3,45.1,33.5,39.4,0.1,10.8,424650,39.5,39.1,39.3
PHH,12.1,13.9,10.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PHS,16.7,19.2,14.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PID,4.2,4.8,3.6,0.0,0.0,0.0,0,0.0,0.0,0.0
PIS,12.0,13.8,10.2,11.9,0.1,0.1,1190,11.9,11.9,11.9
PIV,2.5,2.8,2.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PJS,18.6,21.3,15.9,19.9,0.1,0.1,1990,19.9,19.9,19.9
PLA,7.4,8.5,6.3,8.4,0.1,4.7,39290,8.4,7.4,8.4
PLE,41.9,58.6,25.2,32.0,0.1,0.2,7390,41.9,32.0,37.0
PLO,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PMJ,24.5,28.1,20.9,22.2,2.0,2.0,44400,22.2,22.2,22.2
PMT,9.4,10.8,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PMW,27.8,31.9,23.7,0.0,0.0,0.0,0,0.0,0.0,0.0
PND,13.9,15.9,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PNG,11.7,13.4,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PNP,22.0,25.3,18.7,25.3,0.1,1.7,37730,25.3,22.0,22.2
PNT,7.4,8.5,6.3,8.4,0.1,0.9,7460,8.4,8.2,8.3
POB,60.0,69.0,51.0,0.0,0.0,0.0,0,0.0,0.0,0.0
POS,17.0,19.5,14.5,17.2,0.2,15.7,266750,17.3,16.9,17.0
POV,11.8,13.5,10.1,13.0,0.1,0.2,2450,13.0,11.5,12.2
PPH,30.2,34.7,25.7,31.5,0.1,15.1,467860,31.5,30.5,31.0
PPI,2.8,3.2,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PQN,4.0,5.6,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PRO,6.1,7.0,5.2,7.0,0.2,1.0,6850,7.0,5.5,6.8
PRT,21.4,24.6,18.2,23.2,0.1,69.6,1586450,23.8,21.3,22.8
PSB,9.9,11.3,8.5,10.1,0.1,14.6,144060,10.6,9.3,9.9
PSG,3.9,4.4,3.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PSL,21.6,24.8,18.4,21.8,0.3,1.8,38950,21.8,21.5,21.6
PSN,11.9,13.6,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PSP,10.9,12.5,9.3,11.3,0.3,25.6,278720,11.4,10.2,10.9
PTE,3.3,3.7,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
PTG,0.2,0.3,0.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PTH,13.2,15.1,11.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PTO,20.0,23.0,17.0,20.0,1.0,1.0,20000,20.0,20.0,20.0
PTP,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PTT,7.9,9.0,6.8,0.0,0.0,0.0,0,0.0,0.0,0.0
PTV,8.7,10.0,7.4,9.0,0.5,32.7,276230,9.0,8.3,8.4
PTX,0.3,0.4,0.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PVA,3.2,3.6,2.8,0.0,0.0,0.0,0,0.0,0.0,0.0
PVE,5.9,6.7,5.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PVH,4.8,5.5,4.1,0.0,0.0,0.0,0,0.0,0.0,0.0
PVM,19.6,22.5,16.7,20.3,0.1,65.6,1312910,20.4,19.3,20.0
PVO,9.4,10.8,8.0,9.7,0.2,6.8,64060,9.7,9.3,9.4
PVP,18.0,20.7,15.3,17.7,3.8,104.3,1848320,18.1,17.5,17.7
PVR,5.3,6.0,4.6,0.0,0.0,0.0,0,0.0,0.0,0.0
PVV,4.1,4.7,3.5,0.0,0.0,0.0,0,0.0,0.0,0.0
PVX,7.6,8.7,6.5,0.0,0.0,0.0,0,0.0,0.0,0.0
PVY,3.9,4.4,3.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PWA,11.6,13.3,9.9,12.5,0.3,110.8,1341350,12.6,11.7,12.1
PWS,12.0,13.8,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
PX1,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
PXA,3.1,3.5,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
PXC,0.5,0.6,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0
PXL,16.1,18.5,13.7,17.0,1.0,484.3,8050350,17.2,16.2,16.6
PXM,2.7,3.1,2.3,0.0,0.0,0.0,0,0.0,0.0,0.0
PXT,7.5,8.6,6.4,7.8,0.2,162.8,1247720,8.2,7.0,7.7
PYU,22.5,31.5,13.5,0.0,0.0,0.0,0,0.0,0.0,0.0
QCC,9.3,10.6,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0
QHW,33.7,38.7,28.7,0.0,0.0,0.0,0,0.0,0.0,0.0
QLD,4.4,6.1,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
QLT,29.6,34.0,25.2,0.0,0.0,0.0,0,0.0,0.0,0.0
QNC,10.0,11.5,8.5,10.0,0.2,40.7,411650,10.2,9.7,10.1
QNS,46.9,53.9,39.9,47.0,0.2,274.3,12920330,47.6,46.5,47.1
QNT,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
QNU,15.2,17.4,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0
QNW,8.6,12.0,5.2,0.0,0.0,0.0,0,0.0,0.0,0.0
QPH,27.2,31.2,23.2,27.2,0.2,0.2,5440,27.2,27.2,27.2
QSP,21.7,24.9,18.5,21.9,0.1,0.4,8700,21.9,21.7,21.8
QTP,18.4,21.1,15.7,19.1,0.1,1140.2,21698600,19.3,18.4,19.0
RAT,16.5,18.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
RBC,14.6,20.4,8.8,0.0,0.0,0.0,0,0.0,0.0,0.0
RCC,29.5,33.9,25.1,0.0,0.0,0.0,0,0.0,0.0,0.0
RCD,4.6,5.2,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0
RGC,24.5,28.1,20.9,25.6,0.1,6.3,156810,25.9,22.3,24.9
RTB,24.0,27.6,20.4,24.1,0.1,4.9,117610,24.1,24.0,24.0
S12,3.1,3.5,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
S27,9.6,11.0,8.2,0.0,0.0,0.0,0,0.0,0.0,0.0
S72,6.9,7.9,5.9,7.9,0.1,0.5,3690,7.9,6.6,7.4
S74,9.2,10.5,7.9,8.1,2.5,4.6,41250,10.0,8.1,9.0
S96,2.0,2.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
SAC,12.8,14.7,10.9,13.0,0.3,0.3,3900,13.0,13.0,13.0
SAL,12.8,14.7,10.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SAP,8.6,9.8,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SAS,27.5,31.6,23.4,27.0,0.2,3.6,98090,27.8,27.0,27.2
SB1,9.8,11.2,8.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SBD,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SBH,39.5,45.4,33.6,0.0,0.0,0.0,0,0.0,0.0,0.0
SBL,9.7,11.1,8.3,10.3,0.1,0.3,3090,10.3,10.3,10.3
SBM,27.5,31.6,23.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SBR,13.9,15.9,11.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SBS,13.7,15.7,11.7,14.1,0.3,1716.5,23948380,14.6,13.7,14.0
SCA,10.0,14.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
SCC,6.2,7.1,5.3,6.4,0.1,1.5,9340,6.4,6.2,6.2
SCJ,9.5,10.9,8.1,10.9,1.0,27.9,281700,10.9,9.4,10.1
SCL,17.6,20.2,15.0,18.5,0.1,15.9,284840,19.5,17.6,17.9
SCO,7.0,8.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
SCV,23.5,32.9,14.1,0.0,0.0,0.0,0,0.0,0.0,0.0
SCY,13.0,18.2,7.8,0.0,0.0,0.0,0,0.0,0.0,0.0
SD1,2.9,3.3,2.5,0.0,0.0,0.0,0,0.0,0.0,0.0
SD3,7.1,8.1,6.1,7.9,0.2,36.7,276330,7.9,7.0,7.5
SD7,7.5,8.6,6.4,8.4,1.6,8.7,71840,8.6,6.8,8.3
SD8,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SDB,2.2,2.5,1.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SDD,6.2,7.1,5.3,7.1,0.2,362.6,2452950,7.1,5.9,6.8
SDH,2.6,2.9,2.3,0.0,0.0,0.0,0,0.0,0.0,0.0
SDJ,9.6,11.0,8.2,8.8,0.1,5.2,43070,8.8,8.2,8.3
SDK,31.2,35.8,26.6,0.0,0.0,0.0,0,0.0,0.0,0.0
SDP,5.2,5.9,4.5,5.9,1.0,167.2,949900,5.9,4.9,5.7
SDV,29.5,33.9,25.1,31.5,0.1,0.6,18900,31.5,31.5,31.5
SDX,4.5,5.1,3.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SDY,3.4,3.9,2.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SEA,46.5,53.4,39.6,42.3,0.6,11.7,500820,46.4,42.2,42.8
SEP,19.0,21.8,16.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SGB,17.8,20.4,15.2,17.8,0.8,99.6,1755490,17.8,17.3,17.6
SGI,27.1,31.1,23.1,27.6,0.8,19.8,541540,27.6,27.1,27.4
SGO,2.0,2.3,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
SGP,28.3,32.5,24.1,29.0,1.8,135.5,3864050,29.0,28.0,28.5
SGS,16.0,18.4,13.6,16.0,0.2,2.0,32030,16.1,16.0,16.0
SHC,12.0,13.8,10.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SHG,3.9,4.4,3.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SHX,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SID,20.8,23.9,17.7,18.5,0.1,0.3,5550,18.5,18.5,18.5
SIG,12.0,13.8,10.2,12.0,0.5,0.9,10800,12.0,12.0,12.0
SIP,137.9,158.5,117.3,143.5,0.2,10.4,1477430,143.5,140.0,142.1
SIV,64.4,74.0,54.8,0.0,0.0,0.0,0,0.0,0.0,0.0
SJC,3.7,4.2,3.2,0.0,0.0,0.0,0,0.0,0.0,0.0
SJG,26.2,30.1,22.3,27.9,0.2,39.3,1020390,27.9,24.6,26.0
SJM,8.9,10.2,7.6,9.0,1.5,6.4,57680,9.5,8.9,9.0
SKH,25.8,29.6,22.0,26.1,1.1,14.7,379500,26.1,25.5,25.8
SKN,9.7,11.1,8.3,0.0,0.0,0.0,0,0.0,0.0,0.0
SKV,27.6,31.7,23.5,28.0,0.1,2.7,75350,28.0,27.7,27.9
SNC,17.3,19.8,14.8,19.0,0.1,0.1,1900,19.0,19.0,19.0
SNZ,52.3,60.1,44.5,60.0,0.1,47.1,2719340,60.0,55.8,57.7
SON,8.7,10.0,7.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SP2,13.5,15.5,11.5,0.0,0.0,0.0,0,0.0,0.0,0.0
SPA,12.7,14.6,10.8,0.0,0.0,0.0,0,0.0,0.0,0.0
SPB,52.4,60.2,44.6,0.0,0.0,0.0,0,0.0,0.0,0.0
SPD,11.0,12.6,9.4,0.0,0.0,0.0,0,0.0,0.0,0.0
SPH,27.0,31.0,23.0,0.0,0.0,0.0,0,0.0,0.0,0.0
SPP,1.8,2.0,1.6,0.0,0.0,0.0,0,0.0,0.0,0.0
SPV,15.6,17.9,13.3,15.6,0.1,3.6,64210,17.9,15.6,17.8
SQC,94.3,132.0,56.6,56.6,0.1,0.1,5660,56.6,56.6,56.6
SRB,6.0,6.9,5.1,6.8,0.1,8.9,57800,6.8,5.9,6.5
SRT,7.8,8.9,6.7,7.9,0.7,80.9,641400,8.1,7.5,7.9
SSF,2.7,3.7,1.7,0.0,0.0,0.0,0,0.0,0.0,0.0
SSG,7.4,8.5,6.3,8.0,0.1,1.4,10900,8.0,7.0,7.8
SSH,109.2,125.5,92.9,109.3,0.3,359.6,38769760,109.3,107.5,107.8
SSN,12.6,14.4,10.8,12.1,0.6,283.6,3510740,13.0,12.1,12.4
SSU,2.3,3.2,1.4,0.0,0.0,0.0,0,0.0,0.0,0.0
STH,11.2,12.8,9.6,11.0,0.5,144.0,1595160,11.5,10.9,11.1
STL,4.3,4.9,3.7,0.0,0.0,0.0,0,0.0,0.0,0.0
STS,35.0,49.0,21.0,0.0,0.0,0.0,0,0.0,0.0,0.0
STT,5.2,5.9,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0
STW,1.5,2.1,0.9,0.0,0.0,0.0,0,0.0,0.0,0.0
SVG,14.0,16.1,11.9,15.1,0.3,1.3,18530,15.1,14.0,14.3
SVH,6.0,8.4,3.6,0.0,0.0,0.0,0,0.0,0.0,0.0
SVL,18.5,25.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
SWC,30.4,34.9,25.9,30.4,0.1,33.5,1028150,31.1,29.6,30.7
SZE,14.9,17.1,12.7,15.0,0.3,47.6,710500,15.0,14.9,14.9
SZG,37.5,43.1,31.9,37.5,1.5,6.5,243840,38.0,37.0,37.5
T12,69.1,96.7,41.5,0.0,0.0,0.0,0,0.0,0.0,0.0
TA3,8.0,9.2,6.8,8.0,0.2,0.3,2400,8.0,8.0,8.0
TA6,15.5,17.8,13.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TAG,186.0,260.4,111.6,0.0,0.0,0.0,0,0.0,0.0,0.0
TAN,55.1,77.1,33.1,0.0,0.0,0.0,0,0.0,0.0,0.0
TAP,13.0,14.9,11.1,0.0,0.0,0.0,0,0.0,0.0,0.0
TAW,25.0,35.0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0
TB8,7.5,10.5,4.5,0.0,0.0,0.0,0,0.0,0.0,0.0
TBD,80.0,92.0,68.0,0.0,0.0,0.0,0,0.0,0.0,0.0
TBH,88.9,102.2,75.6,0.0,0.0,0.0,0,0.0,0.0,0.0
TBT,5.0,5.7,4.3,0.0,0.0,0.0,0,0.0,0.0,0.0
TCI,17.7,20.3,15.1,18.6,0.3,585.5,10695700,18.8,17.7,18.3
TCJ,4.5,6.3,2.7,0.0,0.0,0.0,0,0.0,0.0,0.0
TCK,3.9,5.4,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0
TCW,31.0,35.6,26.4,31.1,0.1,6.2,192270,31.1,31.0,31.0
TDB,41.0,47.1,34.9,0.0,0.0,0.0,0,0.0,0.0,0.0
TDF,24.5,28.1,20.9,0.0,0.0,0.0,0,0.0,0.0,0.0
TDS,20.0,23.0,17.0,21.4,0.9,2.8,59980,21.7,21.0,21.4
TEC,7.0,9.8,4.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TEL,15.0,17.2,12.8,0.0,0.0,0.0,0,0.0,0.0,0.0
TGP,6.0,6.9,5.1,6.8,0.1,3.5,22120,6.8,6.2,6.3
TH1,7.0,8.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0
THN,4.6,6.4,2.8,0.0,0.0,0.0,0,0.0,0.0,0.0
THP,13.9,15.9,11.9,13.7,0.3,5.2,69490,13.7,13.0,13.4
THU,10.0,11.5,8.5,0.0,0.0,0.0,0,0.0,0.0,0.0
THW,10.1,11.6,8.6,0.0,0.0,0.0,0,0.0,0.0,0.0
TID,51.3,58.9,43.7,53.0,0.1,94.8,5017440,54.7,50.8,52.9
TIE,7.4,8.5,6.3,8.5,0.2,27.1,221360,8.5,6.4,8.2
TIN,24.3,27.9,20.7,24.4,0.1,58.1,1431660,25.3,24.3,24.6
TIS,10.6,12.1,9.1,10.9,0.9,72.2,761120,11.0,10.3,10.5
TKA,10.3,14.4,6.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TKG,11.3,12.9,9.7,11.6,0.4,1.6,18420,11.6,11.4,11.5
TL4,20.2,23.2,17.2,19.9,1.0,48.7,954360,20.4,19.0,19.6
TLI,8.6,9.8,7.4,8.6,0.1,1.6,11960,8.6,7.4,7.5
TLP,11.5,13.2,9.8,11.5,0.2,2.7,31100,11.6,11.5,11.5
TLT,14.6,16.7,12.5,0.0,0.0,0.0,0,0.0,0.0,0.0
TMG,53.2,61.1,45.3,60.0,0.1,0.1,6000,60.0,60.0,60.0
TMW,13.5,15.5,11.5,0.0,0.0,0.0,0,0.0,0.0,0.0
TNB,23.6,27.1,20.1,22.0,0.8,1.6,35310,22.2,22.0,22.1
TNM,3.8,4.3,3.3,0.0,0.0,0.0,0,0.0,0.0,0.0
TNP,12.0,16.8,7.2,0.0,0.0,0.0,0,0.0,0.0,0.0
TNS,8.4,9.6,7.2,9.1,0.1,35.9,309590,9.1,8.3,8.6
TNW,12.4,14.2,10.6,0.0,0.0,0.0,0,0.0,0.0,0.0
